,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
14179,C=C(C)CN(CC)C(=O)NCc1cccnc1,*CC(=C)C *C(=O)N(*)CC *NCc1cccnc1,3,13,0,3,1,0,12,5,0,0,0,0,1,2.1892,68.53370000000004,0.79468414272,2.2191503788945663,45.23,-5.2,17
14178,CC(N)C(=O)CCc1ccc(F)cc1,*NCC *C(=O)CCc1ccc(F)cc1,2,11,1,1,1,0,10,4,0,0,0,0,1,1.6746,53.37740000000003,0.7937874162104619,2.3286476242228336,43.09,-5.7,17
14177,CCC(C)NC(=O)CNC(=O)c1ccc(O)c(Cl)c1,*CCCC *NC(=O)CNC(=O)c1ccc(O)c(Cl)c1,2,13,0,2,3,1,14,5,0,0,0,0,1,1.6900999999999995,73.34570000000002,0.7697981134101782,2.317572828923515,78.43,-5.7,17
14176,COC(=O)c1ccc(C(C)N)cc1F,*NCC *c1ccc(C(=O)OC)c(F)c1,2,10,1,1,2,0,10,4,0,0,0,0,1,1.632,50.34190000000002,0.7329513902133039,2.3251175443453853,52.32,-5.3,17
14175,COc1cc(NC(=O)C(C)N)c(OC)cc1Cl,*NCC *C(=O)Nc1cc(OC)c(Cl)cc1OC,2,11,0,2,3,1,13,4,0,0,0,0,1,1.6428999999999998,66.83510000000003,0.8611616183195686,2.3160896527599153,73.58,-5.4,17
14174,Cc1cccc(NCC(C)N)c1,*NCC *CNc1cccc(C)c1,2,10,0,2,0,0,9,3,0,0,0,0,1,1.75412,53.31810000000002,0.7139726149258611,2.293433443516008,38.05,-5.3,17
14172,COc1ccc(C=NNC(=O)C(C)(C)O)cc1OC(C)C,*c1cc(C=NNC(=O)C(C)(C)O)ccc1OC *OC(C)C,2,15,0,2,4,0,16,5,0,0,0,0,1,1.7034,80.79250000000005,0.622885016517,2.3097914226299725,80.15,-5.1,17
14171,CC(C)CSCC(=O)NC1CCOCC1,*CC(C)C *NC(=O)CS* *C1CCOCC1,3,11,0,1,2,1,14,1,0,0,0,0,1,1.6708,64.14670000000004,0.788397146618,2.306137514408313,38.33,-4.8,17
14170,CC(N)CCNc1cccc(NC(=O)COc2ccc(C(N)=O)cc2)c1,*NCC *CCN* *c1cccc(NC(=O)COc2ccc(C(N)=O)cc2)c1,3,19,0,4,3,0,19,8,0,0,0,0,2,1.9521999999999995,102.28270000000003,0.5473672523010854,2.429290410751829,119.47,-6.4,17
14169,CC1CCCN(C(=O)NCCNC(=O)c2ccccc2F)C1,*N1CCCC(C)C1 *C(=O)NCCNC(*)=O *c1ccccc1F,3,16,1,3,2,0,18,5,0,0,0,0,2,1.997,82.10290000000003,0.840147826249,2.3753137730192684,61.440000000000005,-6.4,17
14168,CC(Oc1ccc(F)cc1)C(=O)NNC(=O)c1cccs1,*C(C)C(=O)NNC(=O)c1cccs1 *Oc1ccc(F)cc1,2,14,1,2,3,1,15,7,0,0,0,1,1,2.1157,76.41790000000003,0.853515119079,2.3668825453280604,67.43,-6.4,17
14167,CCC(C)NC(=O)NCCC(=O)N1CCCCCC1,*CCCC *NC(*)=O *NCCC(=O)N1CCCCCC1,3,14,0,3,2,0,17,2,0,0,0,0,0,1.8767999999999996,75.95240000000004,0.80021184763856,2.366910214734151,61.440000000000005,-6.3,17
14475,CC(N)C(=O)N1CC2CCC(C1)N(C(=O)C[NH+]1CCc3ccccc3C1)C2,*NCC *C(=O)N1CC2CCC(C1)N(C(=O)C[NH+]1CCc3ccccc3C1)C2,2,21,0,4,2,0,25,5,0,0,0,0,3,-0.5757999999999948,103.00110000000005,0.747226468442211,5.282155217633401,71.08000000000001,-6.8,17
14182,CCC(C)CN1CCN(S(=O)(=O)c2ccccc2)CC1,*CCCC *CN1CCN(S(=O)(=O)c2ccccc2)CC1,2,15,0,2,2,1,16,5,0,0,0,0,2,2.039,81.09580000000005,0.8346707996243637,2.2841490860910163,40.620000000000005,-6.0,17
14183,CCC(C)NC(=O)CN1CCN(C(=O)Nc2ccc(C)cc2)CC1,*CCCC *NC(=O)CN1CCN(C(=O)Nc2ccc(C)cc2)CC1,2,18,0,4,2,0,20,5,0,0,0,0,2,2.05922,96.10640000000006,0.8673525048082472,2.2789576889162646,64.68,-6.1,17
14184,CCC(C)NCC(=O)Nc1ccc(F)c(F)c1,*CCCC *NCC(=O)Nc1ccc(F)c(F)c1,2,12,2,2,1,0,13,4,0,0,0,0,1,2.2914000000000003,62.74340000000002,0.8313921702435099,2.276768983863594,41.13,-6.1,17
14185,CCC(C)C(=O)NNC(=O)CCCc1ccccc1,*CCCC *C(=O)NNC(=O)CCCc1ccccc1,2,15,0,2,2,0,14,5,0,0,0,0,1,2.2028,75.12040000000005,0.7721493294839952,2.2703659476804514,58.2,-6.0,17
14201,CC(N)=Nc1ccc(C)cc1C,*NCC *=Nc1ccc(C)cc1C,2,10,0,2,0,0,8,4,0,0,0,0,1,2.3120400000000005,52.87240000000002,0.4991467869920994,2.248879542177068,38.379999999999995,-5.8,17
14200,CCC(C)C(=O)Nc1ccc(C(=O)N2CCOCC2)cc1,*CCCC *C(=O)Nc1ccc(C(=O)N2CCOCC2)cc1,2,16,0,2,3,0,17,5,0,0,0,0,2,2.1436,81.24920000000004,0.9239957987387359,2.230246821729624,58.64,-5.5,17
14199,CCC(C)N(C)Cc1ccc(C(N)=O)cc1,*CCCC *N(C)Cc1ccc(C(N)=O)cc1,2,13,0,2,1,0,12,4,0,0,0,0,1,2.0158,66.17990000000005,0.8247941297598251,2.277667288664828,46.33,-5.7,17
14198,CCC(C)NC(=O)CN(C)c1ccccc1,*CCCC *NC(=O)CN(C)c1ccccc1,2,13,0,2,1,0,12,4,0,0,0,0,1,2.0374999999999996,67.60770000000004,0.823236345804369,2.2496081896243325,32.34,-5.0,17
14197,CC(N)C(=O)Nc1ccc(Oc2cccnc2)cc1,*NCC *C(=O)Nc1ccc(Oc2cccnc2)cc1,2,14,0,3,2,0,13,7,0,0,0,0,2,2.1595999999999993,73.03210000000003,0.8794704319329073,2.2404238093156703,77.24000000000001,-5.7,17
14196,CCC(C)CNS(=O)(=O)c1ccc(F)cc1,*CCCC *CNS(=O)(=O)c1ccc(F)cc1,2,11,1,1,2,1,11,5,0,0,0,0,1,2.1501,61.04350000000003,0.8636204434668283,2.255519882582538,46.17,-5.6,17
14195,CCC(C)c1ccccc1OCC(N)=O,*CCCC *c1ccccc1OCC(N)=O,2,12,0,1,2,0,11,4,0,0,0,0,1,2.0641999999999996,59.83740000000004,0.8030967755225935,2.2575119870966347,52.32,-5.6,17
14203,CCC(C)NC(=O)c1ccc([N+](=O)[O-])cc1C,*CCCC *NC(=O)c1ccc([N+](=O)[O-])cc1C,2,12,0,2,3,0,12,5,0,0,0,0,1,2.431520000000001,65.05260000000003,0.6441991853166711,2.293492729682992,72.24,-6.2,17
14194,CCC(C)C(=O)Nc1ccccn1,*C(=O)C(C)CC *Nc1ccccn1,2,10,0,2,1,0,9,4,0,0,0,0,1,2.0662,52.32170000000003,0.772796831355,2.2466505132358776,41.99,-5.2,17
14192,COC(=O)CCCNC(=O)c1cc(Cl)c(Cl)n1C,*CCCC(=O)OC *NC(=O)c1cc(Cl)c(Cl)n1C,2,11,0,2,3,2,14,4,0,0,0,1,0,2.0149,69.01620000000003,0.6704064311169999,2.2567442721457613,60.33,-5.5,17
14191,CCC(C)=CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,*CCCC *=CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,2,16,1,2,3,1,17,7,0,0,0,0,2,2.0149000000000004,85.78680000000004,0.7880800739059032,2.299687025721088,57.690000000000005,-6.0,17
14190,CCC(C)C(=O)Nc1ccccc1OCCC(N)=O,*CCCC *C(=O)Nc1ccccc1OCCC(N)=O,2,14,0,2,3,0,14,5,0,0,0,0,1,1.9253999999999998,73.83310000000003,0.7890836237322816,2.301342546988254,81.41999999999999,-5.9,17
14189,COc1ccc(C(=O)N2CCCC2)cc1C(C)N,*NCC *c1cc(C(=O)N2CCCC2)ccc1OC,2,14,0,2,2,0,15,4,0,0,0,1,1,1.9509,70.73390000000003,0.8891584951879122,2.295097881526658,55.56,-5.7,17
14188,CCC(C)NC(=O)CCc1ccccc1N,*CCCC *NC(=O)CCc1ccccc1N,2,13,0,2,1,0,12,4,0,0,0,0,1,2.1161,67.07110000000003,0.7466962058995386,2.26022252528867,55.120000000000005,-5.9,17
14187,COc1ccc(N2CCN(C(=O)CCOC3CCOCC3)CC2)cc1F,*c1ccc(OC)c(F)c1 *N1CCN(C(=O)CCOC2CCOCC2)CC1,2,19,1,2,4,0,24,4,0,0,0,0,3,2.0686,96.15500000000009,0.7748973337880001,2.266150720232892,51.24000000000001,-5.9,17
14186,COC(=O)C(NC(=O)CCc1cccc(C)c1)C(C)C,*C(C(=O)OC)C(C)C *NC(=O)CCc1cccc(C)c1,2,16,0,1,3,0,15,5,0,0,0,0,1,2.24142,78.28470000000004,0.813276085499,2.2570624560543866,55.4,-5.8,17
14193,CCC(C)OC(=O)c1ccc(S(C)(=O)=O)cc1,*CCCC *OC(=O)c1ccc(S(C)(=O)=O)cc1,2,12,0,0,4,1,11,6,0,0,0,0,1,2.0454,64.72030000000004,0.7734411512422978,2.248191191221453,60.440000000000005,-5.3,17
14320,CC(N)=CC(=O)NC1CC(=O)N(C(C)C)C1=O,*NCC *=CC(=O)NC1CC(=O)N(C(C)C)C1=O,2,11,0,3,3,0,13,4,0,0,0,1,0,-0.49900000000000033,61.481100000000026,0.5127418631096751,3.2599385338787954,92.5,-5.7,17
14242,CCC(C)NC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,*CCCC *NC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,2,17,1,3,2,0,19,5,0,0,0,0,2,2.5280000000000005,86.74590000000003,0.8950200367986758,2.339540199662423,61.440000000000005,-6.5,17
14244,CC(N)CC(=O)Oc1cccc2ccccc12,*NCC *CC(=O)Oc1cccc2ccccc12,2,14,0,1,2,0,12,6,0,0,0,0,2,2.482500000000001,67.84940000000003,0.649471334804107,2.3494802296829906,52.32000000000001,-6.4,17
14298,CC(N)CCNNCC(=O)NN=Cc1ccccn1,*NCC *CCN* *NCC(=O)NN=Cc1ccccn1,3,12,0,6,1,0,14,5,0,0,0,0,1,-0.636799999999998,74.24550000000004,0.28400879415213864,3.281334065725928,104.43,-5.3,17
14297,CCn1cc(C(=O)NC(C)N)cn1,*NCC *NC(=O)c1cnn(CC)c1,2,8,0,4,1,0,10,3,0,0,0,1,0,-0.06250000000000011,49.01660000000002,0.6429464293678633,2.9708245791699426,72.94,-5.2,17
14296,CC(N)[NH2+]CC(=O)Nc1ccc(N2CCOCC2)cc1,*NCC *[NH2+]CC(=O)Nc1ccc(N2CCOCC2)cc1,2,14,0,4,2,0,17,4,0,0,0,0,2,-0.6701999999999984,78.54550000000003,0.624214854839168,3.216712793436302,84.19999999999999,-5.1,17
14295,CC(N)NC(=O)C(=O)NCC(C)N(C)c1ccccc1,*NCC *NC(=O)C(=O)NCC(C)N(C)c1ccccc1,2,14,0,4,2,0,15,5,0,0,0,0,1,0.04840000000000133,79.10880000000004,0.5243912418489721,3.140737532695585,87.46,-6.1,17
14294,CC(C)[NH+]1CCN(CC(=O)NCCc2ccc(F)cc2)CC1,*C(C)C *C(=O)CN1CC[NH+](*)CC1 *NCCc1ccc(F)cc1,3,17,1,3,1,0,19,4,0,0,0,0,2,0.0933,85.38640000000005,0.8027373406649999,3.085897054457228,36.78,-6.1,17
14293,CC(N)N(C)C(=O)c1cccnc1-n1cncn1,*NCC *N(C)C(=O)c1cccnc1-n1cncn1,2,11,0,6,1,0,13,6,0,0,0,1,1,0.03899999999999926,64.89690000000002,0.772076630099304,3.144509573834351,89.93,-6.1,17
14292,CC(N)CCN=CC(=O)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,*NCC *CCN* *=CC(=O)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,3,17,0,4,5,0,21,6,0,0,0,1,1,-0.084699999999998,93.77590000000004,0.5337150260410914,3.1775763959994574,118.43999999999998,-6.1,17
14291,CC(N)OCCC(=O)NCC1CCS(=O)(=O)C1,*NCC *OCCC(=O)NCC1CCS(=O)(=O)C1,2,10,0,2,4,1,14,3,0,0,0,1,0,-0.751299999999999,63.98890000000004,0.6149669373502478,3.451076279010925,98.48999999999998,-5.3,17
14290,CCC1C(=O)NCCN1C(=O)NC(C)N,*NCC *NC(=O)N1CCNC(=O)C1CC,2,9,0,4,2,0,13,2,0,0,0,0,1,-0.7888999999999984,55.97580000000002,0.5264082978899308,3.4724952407234504,87.46000000000001,-5.3,17
14289,COC(=O)C1(NC(=O)CC(C)N)CCOC1,*NCC *CC(=O)NC1(C(=O)OC)CCOC1,2,10,0,2,4,0,14,2,0,0,0,1,0,-0.8279999999999992,56.59210000000003,0.6152124178021366,3.485622627679314,90.65,-5.3,17
14288,CCN1CCOC(C(=O)NC(C)N)C1,*NCC *NC(=O)C1CN(CC)CCO1,2,9,0,3,2,0,13,1,0,0,0,0,1,-0.8719999999999977,53.64610000000003,0.5823572627599247,3.3508023229962856,67.59,-4.8,17
14287,O=C([O-])c1ccc(C(=O)[O-])c(Br)c1,*C(=O)[O-] *c1ccc(C(=O)[O-])c(Br)c1,2,8,0,0,4,1,8,5,0,0,0,0,1,-0.8239,42.803,0.710587244118,3.377804003402492,80.25999999999999,-5.2,17
14286,CC(N)NC(=[NH2+])c1ccccc1,*NCC *NC(=[NH2+])c1ccccc1,2,9,0,3,0,0,8,4,0,0,0,0,1,-0.9133999999999987,49.26150000000001,0.3007827610473423,3.41565162533419,63.64,-5.2,17
14285,CC(N)N1CC(CO)C1,*NCC *N1CC(CO)C1,2,6,0,2,1,0,9,0,0,0,1,0,0,-0.7847999999999995,35.7982,0.5150545755328658,3.255668870787056,49.489999999999995,-4.4,17
14284,CC(N)OCC(=O)NC(C)(C)CO,*NCC *OCC(=O)NC(C)(C)CO,2,8,0,2,3,0,11,1,0,0,0,0,0,-0.8051999999999992,48.908900000000024,0.49518668218093476,3.270449114634479,84.58,-4.8,17
14299,CC(N)C(C)CNC(=O)CSc1nnnn1C,*NCC *C(C)CNC(=O)CSc1nnnn1C,2,9,0,6,1,1,14,3,0,0,0,1,0,-0.5982999999999996,65.34510000000002,0.6612054934094814,3.2648394897132658,98.72,-5.4,17
14300,CCC(C)N(C)C(=O)Cn1ccc(=O)n(C)c1=O,*CCCC *N(C)C(=O)Cn1ccc(=O)n(C)c1=O,2,12,0,3,3,0,14,4,0,0,0,0,1,-0.19609999999999927,68.46600000000002,0.7464328402623961,2.9762998389734676,64.31,-5.0,17
14301,CC[NH2+]CCC(=O)OCC(=O)N1CCCCCC1,*C(C)C(=O)OCC(=O)N1CCCCCC1 *[NH2+]CC,2,13,0,2,3,0,16,2,0,0,0,0,0,-0.09439999999999937,67.95740000000004,0.5339555902614306,2.9805774169421415,63.22,-5.2,17
14302,Cc1nn(C(C)N)cc1C(=O)NCCS(C)(=O)=O,*NCC *n1cc(C(=O)NCCS(C)(=O)=O)c(C)n1,2,10,0,4,3,1,13,5,0,0,0,1,0,-0.5568799999999987,67.90640000000003,0.7483562023356772,3.1825780713793588,107.07999999999998,-5.4,17
14318,CC(N)CCNNC(=S)NNC(=O)C1CCN(c2cnccn2)CC1,*NCC *CCN* *NC(=S)NNC(=O)C1CCN(c2cnccn2)CC1,3,15,0,8,1,1,21,5,0,0,0,0,2,-0.5697999999999981,100.25020000000004,0.25599600893496777,3.280224729631213,120.23,-5.8,17
14317,CCC(C)N(C)C(=O)CN1CCOC(C(N)=O)C1,*CCCC *N(C)C(=O)CN1CCOC(C(N)=O)C1,2,12,0,3,3,0,16,2,0,0,0,0,1,-0.5705999999999982,67.89740000000005,0.7153767450019655,3.2517785094499088,75.87,-5.2,17
14316,CC[NH2+]CCNC(=O)C(=O)Nc1ccc2[nH]ccc2c1,*C(C)NC(=O)C(=O)Nc1ccc2[nH]ccc2c1 *[NH2+]CC,2,14,0,4,2,0,15,6,0,0,0,1,1,-0.19409999999999905,77.27150000000003,0.4496834641066045,3.1376388723145148,90.6,-5.9,17
14315,CC(N)NC(=O)CSc1nnc(-c2ccco2)n1N,*NCC *NC(=O)CSc1nnc(-c2ccco2)n1N,2,10,0,6,2,1,15,5,0,0,0,2,0,-0.23509999999999953,70.3905,0.3925274182688215,3.0597508533408284,124.99,-5.8,17
14314,CC(N)Nc1ccc(N2CCNC(=O)C2)nc1,*NCC *Nc1ccc(N2CCNC(=O)C2)nc1,2,11,0,5,1,0,14,4,0,0,0,0,2,-0.2655999999999994,66.73180000000002,0.6283860892070869,3.111840806606068,83.28,-5.7,17
14313,CC(N)C(=O)NCc1c[nH]cn1,*NCC *C(=O)NCc1c[nH]cn1,2,7,0,4,1,0,9,3,0,0,0,1,0,-0.6268999999999993,44.08380000000001,0.5616905194117553,3.202215261697826,83.8,-4.9,17
14312,CC(N)C(CO)NC(=O)CCc1ccncc1,*NCC *C(CO)NC(=O)CCc1ccncc1,2,12,0,3,2,0,13,4,0,0,0,0,1,-0.16149999999999887,65.22390000000003,0.641140326747828,2.990961477900841,88.24,-5.3,17
14283,CC(N)CCNC(=O)C1CN(C)CCO1,*NCC *CCNC(=O)C1CN(C)CCO1,2,10,0,3,2,0,14,1,0,0,0,0,1,-0.829499999999999,58.51310000000004,0.6421715008306673,3.28333440582664,67.59,-4.8,17
14311,Cc1noc(COC(=O)CNCCC(C)N)n1,*NCC *CCN* *CC(=O)OCc1nc(C)no1,3,10,0,4,3,0,14,3,0,0,0,1,0,-0.2518799999999991,59.96710000000003,0.5015174418437727,2.988313351614252,103.27,-4.8,17
14309,COc1cccc(C(=O)[O-])c1C(=O)NCCC(C)N,*NCC *CCN* *C(=O)c1c(OC)cccc1C(=O)[O-],3,13,0,2,4,0,14,5,0,0,0,0,1,-0.4741999999999988,67.92410000000002,0.7229236859991667,3.044343869647496,104.48,-5.6,17
14308,CC(N)C(=O)CCC(=O)NCCc1nnc2n1CCC2,*NCC *C(=O)CCC(=O)NCCc1nnc2n1CCC2,2,13,0,5,2,0,17,4,0,0,0,2,0,-0.42049999999999965,72.94710000000002,0.7053371177418338,3.0129067783987082,102.9,-5.5,17
14307,CC(N)C(=O)ON=C(N)c1ccncc1,*NCC *C(=O)ON=C(N)c1ccncc1,2,9,0,4,2,0,10,5,0,0,0,0,1,-0.40769999999999884,54.70280000000002,0.30401855535823574,2.998784407359297,103.59,-5.6,17
14306,CC(N)NCC(=O)NC(=O)NC(C)(C)C,*NCC *NCC(=O)NC(=O)NC(C)(C)C,2,9,0,4,2,0,12,2,0,0,0,0,0,-0.49499999999999944,58.079500000000024,0.478368502511225,3.013887201869025,96.25,-5.4,17
14305,CC(N)CN(C)C(=O)c1nccnc1N,*NCC *CN(C)C(=O)c1nccnc1N,2,9,0,5,1,0,11,4,0,0,0,0,1,-0.5219999999999991,57.05430000000001,0.697476320561782,3.030185035877123,98.13,-5.1,17
14304,NC(=O)C1COCCN1CC(=O)NC(C1CC1)C1CC1,*C(N)=O *C(=O)CN1CCOCC1* *NC(C1CC1)C1CC1,3,14,0,3,3,0,20,2,0,2,0,0,1,-0.5227,72.75310000000003,0.713173825097,3.129440684492613,84.66000000000001,-5.6,17
14303,CC(N)CCC(=O)N1CCN(C2CCS(=O)(=O)C2)CC1,*NCC *CCC(=O)N1CCN(C2CCS(=O)(=O)C2)CC1,2,13,0,3,3,1,18,3,0,0,0,1,1,-0.5548999999999982,78.09520000000005,0.7528775758697851,3.1344660641641173,83.71000000000001,-5.5,17
14310,CC(N)NC1CCN(C(N)=O)CC1,*NCC *NC1CCN(C(N)=O)CC1,2,8,0,4,1,0,12,1,0,0,0,0,1,-0.5761999999999994,50.96350000000001,0.5045530436000375,3.058719963785328,84.38,-4.8,17
14243,CC(N)c1cccc(NC(=O)NCc2cccnc2)c1,*NCC *c1cccc(NC(=O)NCc2cccnc2)c1,2,15,0,4,1,0,14,7,0,0,0,0,2,2.423000000000001,79.13980000000004,0.7978306633088114,2.3151557084160608,80.03999999999999,-6.3,17
14282,CC(N)C(=O)Cn1c(=O)c(C#N)cn(C2CC2)c1=O,*NCC *C(=O)Cn1c(=O)c(C#N)cn(C2CC2)c1=O,2,12,0,4,3,0,15,4,1,1,0,0,1,-0.8671199999999999,66.60440000000001,0.7580346608155449,3.2615187836746458,110.88,0.0,17
14280,CC(N)OCCN1C(=O)CCNC1=O,*NCC *OCCN1C(=O)CCNC1=O,2,8,0,3,3,0,12,2,0,0,0,0,1,-0.7504,49.33010000000002,0.5859733036968332,3.291895397502185,84.66,-5.1,17
14259,COCCN1CC(C(=O)NC(C)c2ccccc2C)CC1=O,*CCOC *N1CC(C(=O)NC(C)c2ccccc2C)CC1=O,2,17,0,2,3,0,18,5,0,0,0,1,1,1.6671200000000002,84.29970000000004,0.8766296926880001,2.782856948210954,58.64,-6.8,17
14258,CC(N)C(=O)C1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1,*NCC *C(=O)C1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1,2,18,0,2,3,1,18,8,0,0,0,0,3,2.1567999999999996,94.08720000000005,0.9197630800323671,2.8941674000771744,80.47,-7.2,17
14257,CCC(C)CCNS(=O)(=O)c1ccc(N2CCCC2)c(C(=O)N2CCC(C(N)=O)CC2)c1,*CCCC *CCN* *S(=O)(=O)c1ccc(N2CCCC2)c(C(=O)N2CCC(C(N)=O)CC2)c1,3,23,0,4,4,1,27,7,0,0,0,1,2,2.338800000000001,124.97140000000007,0.5824141897540198,2.8510598003507326,112.81,-7.2,17
14256,Cc1cc(C(C)N)cc(C)c1S(=O)(=O)N1CCN(C(=O)c2cn(Cc3ccccc3)nn2)CC1,*NCC *c1cc(C)c(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4ccccc4)nn3)CC2)c(C)c1,2,24,0,6,3,1,26,11,0,0,0,1,3,2.1096399999999993,128.74670000000003,0.575553989171679,2.941626025690553,114.42000000000002,-7.2,17
14255,Cc1ccc(-c2nc(CCNC(=O)NCC(O)c3cnn(C)c3)co2)cc1,*c1ccc(C)cc1 *C(=O)NCCc1coc(*)n1 *NCC(O)c1cnn(C)c1,3,19,0,5,3,0,21,8,0,0,0,2,1,1.95882,99.94920000000002,0.593651311684,2.9463069548353022,105.21,-7.2,17
14254,Cc1ccc2c(c1)N(CC(=O)N(CCN1CCOCC1)Cc1ccncc1)C(=O)C(C)O2,*C(=O)CN1C(=O)C(C)Oc2ccc(C)cc21 *N(CCN1CCOCC1)Cc1ccncc1,2,24,0,4,4,0,27,8,0,0,0,0,4,1.86492,120.53500000000004,0.661315609603,2.961602940405596,75.21000000000002,-7.2,17
14253,CCC(C)NC(=O)c1cccn(Cc2ccccc2F)c1=O,*CCCC *NC(=O)c1cccn(Cc2ccccc2F)c1=O,2,17,1,2,2,0,16,7,0,0,0,0,2,2.564000000000001,83.42320000000004,0.9226061375926959,2.4168516487870733,51.1,-6.7,17
14252,CCC(C)N1CCCN(S(=O)(=O)Cc2ccccc2)CC1,*CCCC *N1CCCN(S(=O)(=O)Cc2ccccc2)CC1,2,16,0,2,2,1,17,5,0,0,0,0,1,2.3226000000000004,86.58180000000006,0.8378641348188233,2.4590392598000292,40.620000000000005,-6.6,17
14251,NC1=C(c2nc(-c3ccc(F)cc3)cs2)C(=O)CN1c1ccc(S(N)(=O)=O)cc1,*c1csc(C2=C(N)N(c3ccc(S(N)(=O)=O)cc3)CC2=O)n1 *c1ccc(F)cc1,2,19,1,4,3,2,20,12,0,0,0,2,2,2.3132,108.7836,0.656518677041,2.4791862890425933,119.38,-6.7,17
14250,CCC(C)NC(=O)c1cnn(Cc2ccccc2)c1C,*CCCC *NC(=O)c1cnn(Cc2ccccc2)c1C,2,16,0,3,1,0,15,6,0,0,0,1,1,2.7681200000000015,79.72720000000004,0.9086204037348956,2.329168866310795,46.92,-6.6,17
14249,CCC1CCCN(S(=O)(=O)c2ccc(C(C)=O)cc2)C1,*N1CCCC(CC)C1 *S(=O)(=O)c1ccc(C(C)=O)cc1,2,15,0,1,3,1,15,6,0,0,0,0,2,2.6999,78.22030000000005,0.7989548105500001,2.3278566285485582,54.45,-6.5,17
14248,Cc1nccn1Cc1cccc(CNC(=O)Cc2ccc[nH]2)c1,*n1ccnc1C *Cc1cccc(C*)c1 *NC(=O)Cc1ccc[nH]1,3,18,0,4,1,0,17,8,0,0,0,2,1,2.42682,88.85140000000004,0.734369366683,2.385031621423892,62.71,-6.5,17
14247,CC(N)c1cccc(Cn2cnc3ccccc3c2=O)c1,*NCC *c1cccc(Cn2cnc3ccccc3c2=O)c1,2,17,0,3,1,0,15,8,0,0,0,0,3,2.4645,84.14940000000003,0.8008282870794348,2.363478229813067,60.910000000000004,-6.4,17
14246,CCC(C)NC(=O)Nc1cc(C(=O)N(C)C)ccc1F,*CCCC *NC(=O)Nc1cc(C(=O)N(C)C)ccc1F,2,14,1,3,2,0,15,5,0,0,0,0,1,2.4475000000000007,76.32490000000003,0.8901639300899533,2.3692240912745106,61.440000000000005,-6.6,17
14245,CC(CNc1ccc(C(C)C)cc1)C(N)=O,*CC(C)C(N)=O *Nc1ccc(C(C)C)cc1,2,13,0,2,1,0,12,4,0,0,0,0,1,2.3433,67.37910000000004,0.800765001472,2.3893027090583883,55.12,-6.6,17
14260,CC(N)N1CCCN(C(=O)Nc2ccccc2-n2cccn2)CC1,*NCC *N1CCCN(C(=O)Nc2ccccc2-n2cccn2)CC1,2,17,0,6,1,0,20,6,0,0,0,1,1,1.7165999999999995,93.99510000000005,0.8989508908949242,2.7760054401267684,79.42,-6.8,17
14261,CC(N)NC(=O)C1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,*NCC *NC(=O)C1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,2,14,0,3,3,3,18,6,0,0,0,0,2,1.814999999999999,89.73690000000003,0.7797020684807715,2.7271329183348794,92.5,-6.8,17
14262,CCC(C)C(=O)N1CCC(C(=O)Nc2nncs2)CC1,*CCCC *C(=O)N1CCC(C(=O)Nc2nncs2)CC1,2,13,0,4,2,1,17,4,0,0,0,1,1,1.7612999999999996,77.29770000000003,0.9183772633938377,2.7722235366404657,75.19,-6.8,17
14263,CC1CCN(C(=O)C(C)Nc2ccc3[nH]c(=O)[nH]c3c2)CC1,*N1CCC(C)CC1 *C(=O)C(C)Nc1ccc2[nH]c(=O)[nH]c2c1,2,16,0,4,2,0,19,5,0,0,0,1,2,1.9151,86.98210000000003,0.814775466363,2.7704316390242294,80.99000000000001,-7.0,17
14279,CC(N)NC(=O)c1ccc(N2CCCN(CCC[NH3+])CC2)nc1,*NCC *NC(*)=O *c1ccc(N2CCCN(CCC[NH3+])CC2)nc1,3,16,0,6,1,0,20,4,0,0,0,0,1,-0.7397999999999967,90.99470000000004,0.5990727730221056,3.2870970450766244,102.13000000000001,-5.1,17
14278,CC(N)C(=O)C(C)N1CCS(=O)(=O)CC1,*NCC *C(=O)C(C)N1CCS(=O)(=O)CC1,2,9,0,2,3,1,12,3,0,0,0,0,1,-0.9783999999999982,58.345200000000034,0.6787533640478562,3.596782666758953,80.47,-5.0,17
14277,CC(C)N1CC(C(=O)[O-])CC1=O,*C(C)C *N1CC(C(=O)[O-])CC1=O,2,8,0,1,3,0,10,2,0,0,0,1,0,-1.0068,39.96300000000001,0.560381658781,3.4953840864214887,60.440000000000005,-4.6,17
